LABEL,TN,FN,FP,TP,POD,F,FAR,CSI,PSS,HSS,ORSS,CSS
base,0,0,67,2161,0.0,0.0,nan,0.0,0.0,0.0,nan,nan
0.3580000000000002,34,54,33,2107,0.5074626865671642,0.024988431281813973,0.6136363636363636,0.2809917355371901,0.4824742552853502,0.41886625013491313,0.9514573685644239,0.37094307561597284
0.343,34,55,33,2106,0.5074626865671642,0.025451180009254976,0.6179775280898876,0.2786885245901639,0.4820115065579092,0.4158537966047157,0.9505577575287051,0.3665947019241376
