LABEL,TN,FN,FP,TP,POD,F,FAR,CSI,PSS,HSS,ORSS,CSS
base,0,0,67,2161,0.0,0.0,nan,0.0,0.0,0.0,nan,nan
0.14100000000000004,25,139,42,2022,0.373134328358209,0.06432207311429894,0.8475609756097561,0.12135922330097088,0.30881225524391004,0.1815008159255681,0.792934666950415,0.13209018718094157
0.343,0,0,67,2161,0.0,0.0,nan,0.0,0.0,0.0,nan,nan
