LABEL,TN,FN,FP,TP,POD,F,FAR,CSI,PSS,HSS,ORSS,CSS
base,0,0,67,2161,0.0,0.0,nan,0.0,0.0,0.0,nan,nan
0.2670000000000001,33,64,34,2097,0.4925373134328358,0.02961591855622397,0.6597938144329897,0.25190839694656486,0.4629213948766118,0.3803980771522784,0.9390279782002606,0.32425123483965224
