LABEL,TN,FN,FP,TP,POD,F,FAR,CSI,PSS,HSS,ORSS,CSS
base,0,0,67,2161,0.0,0.0,nan,0.0,0.0,0.0,nan,nan
0.22700000000000012,25,60,42,2101,0.373134328358209,0.027764923646459973,0.7058823529411765,0.1968503937007874,0.345369404711749,0.30559239273251726,0.908438550277046,0.2745189536383849
