LABEL,TN,FN,FP,TP,POD,F,FAR,CSI,PSS,HSS,ORSS,CSS
base,26,27,41,2134,0.3880597014925373,0.012494215640906987,0.5094339622641509,0.2765957446808511,0.3755654858516303,0.4178699598091125,0.9608771712816525,0.4717154630232054
0.17700000000000007,40,64,27,2097,0.5970149253731343,0.02961591855622397,0.6153846153846154,0.3053435114503817,0.5673990068169104,0.4476313982759936,0.9596299411269975,0.37190352020860495
