LABEL,TN,FN,FP,TP,POD,F,FAR,CSI,PSS,HSS,ORSS,CSS
base,0,0,67,2161,0.0,0.0,nan,0.0,0.0,0.0,nan,nan
0.13800000000000004,45,102,22,2059,0.6716417910447762,0.047200370198981954,0.6938775510204082,0.26627218934911245,0.6244414208457941,0.395590403724398,0.9527076154648626,0.29555060851827514
