LABEL,TN,FN,FP,TP,POD,F,FAR,CSI,PSS,HSS,ORSS,CSS
base,0,0,67,2161,0.0,0.0,nan,0.0,0.0,0.0,nan,nan
0.14600000000000005,19,85,48,2076,0.2835820895522388,0.03933364183248496,0.8173076923076923,0.125,0.24424844771975385,0.1926920436341445,0.8125172318720706,0.16009343763581052
0.343,0,0,67,2161,0.0,0.0,nan,0.0,0.0,0.0,nan,nan
