LABEL,TN,FN,FP,TP,POD,F,FAR,CSI,PSS,HSS,ORSS,CSS
base,29,43,38,2118,0.43283582089552236,0.01989819527996298,0.5972222222222222,0.2636363636363636,0.4129376256155594,0.39852821586167364,0.9481730525247399,0.38515254586683156
0.5170000000000003,29,37,38,2124,0.43283582089552236,0.017121702915316984,0.5606060606060606,0.27884615384615385,0.4157141179802054,0.41874217336858216,0.9553664963017047,0.4218176211700726
