LABEL,TN,FN,FP,TP,POD,F,FAR,CSI,PSS,HSS,ORSS,CSS
base,30,29,37,2132,0.44776119402985076,0.013419713095788986,0.4915254237288136,0.3125,0.4343414809340618,0.461011208773486,0.9670013685359741,0.49141602394292455
0.5110000000000003,30,26,37,2135,0.44776119402985076,0.012031466913465988,0.4642857142857143,0.3225806451612903,0.43572972711638475,0.47338485780745854,0.9704054636067188,0.5186792949223888
