LABEL,TN,FN,FP,TP,POD,F,FAR,CSI,PSS,HSS,ORSS,CSS
base,0,0,67,2161,0.0,0.0,nan,0.0,0.0,0.0,nan,nan
0.27700000000000014,29,62,38,2099,0.43283582089552236,0.02869042110134197,0.6813186813186813,0.2248062015503876,0.4041453997941804,0.3443780713886355,0.9254748762395812,0.30089938138604494
