LABEL,TN,FN,FP,TP,POD,F,FAR,CSI,PSS,HSS,ORSS,CSS
base,0,9,67,2152,0.0,0.0041647385469689956,1.0,0.0,-0.0041647385469689956,-0.00717336220125861,-1.0,-0.030193780982424517
0.9990000000000008,0,9,67,2152,0.0,0.0041647385469689956,1.0,0.0,-0.0041647385469689956,-0.00717336220125861,-1.0,-0.030193780982424517
0.343,0,9,67,2152,0.0,0.0041647385469689956,1.0,0.0,-0.0041647385469689956,-0.00717336220125861,-1.0,-0.030193780982424517
