LABEL,TN,FN,FP,TP,POD,F,FAR,CSI,PSS,HSS,ORSS,CSS
base,0,0,67,2161,0.0,0.0,nan,0.0,0.0,0.0,nan,nan
0.2190000000000001,41,94,26,2067,0.6119402985074627,0.04349838037945396,0.6962962962962963,0.2546583850931677,0.5684419181280087,0.381062398429506,0.943939168033398,0.2912813434552565
0.343,0,0,67,2161,0.0,0.0,nan,0.0,0.0,0.0,nan,nan
