LABEL,TN,FN,FP,TP,POD,F,FAR,CSI,PSS,HSS,ORSS,CSS
base,0,0,67,2161,0.0,0.0,nan,0.0,0.0,0.0,nan,nan
0.13500000000000004,21,109,46,2052,0.31343283582089554,0.05043961129106895,0.8384615384615385,0.11931818181818182,0.2629932245298266,0.18068024370338034,0.7915436743857315,0.13961281806849013
0.343,0,0,67,2161,0.0,0.0,nan,0.0,0.0,0.0,nan,nan
