LABEL,TN,FN,FP,TP,POD,F,FAR,CSI,PSS,HSS,ORSS,CSS
base,0,0,67,2161,0.0,0.0,nan,0.0,0.0,0.0,nan,nan
0.17600000000000007,25,70,42,2091,0.373134328358209,0.03239241092086997,0.7368421052631579,0.18248175182481752,0.340741917437339,0.28336674267531287,0.893507199130671,0.24346731808424013
