LABEL,TN,FN,FP,TP,POD,F,FAR,CSI,PSS,HSS,ORSS,CSS
base,0,0,67,2161,0.0,0.0,nan,0.0,0.0,0.0,nan,nan
0.3580000000000002,34,54,33,2107,0.5074626865671642,0.024988431281813973,0.6136363636363636,0.2809917355371901,0.4824742552853502,0.41886625013491313,0.9514573685644239,0.37094307561597284
