LABEL,TN,FN,FP,TP,POD,F,FAR,CSI,PSS,HSS,ORSS,CSS
base,0,0,67,2161,0.0,0.0,nan,0.0,0.0,0.0,nan,nan
0.10200000000000001,6,11,61,2150,0.08955223880597014,0.005090236001850995,0.6470588235294118,0.07692307692307693,0.08446200280411915,0.13229550937395199,0.901112666715791,0.32535185037379943
0.343,0,0,67,2161,0.0,0.0,nan,0.0,0.0,0.0,nan,nan
