LABEL,TN,FN,FP,TP,POD,F,FAR,CSI,PSS,HSS,ORSS,CSS
base,0,0,67,2161,0.0,0.0,nan,0.0,0.0,0.0,nan,nan
0.2650000000000001,32,54,35,2107,0.47761194029850745,0.024988431281813973,0.627906976744186,0.2644628099173554,0.4526235090166935,0.397947534612582,0.9454655625126237,0.3557531539747682
