LABEL,TN,FN,FP,TP,POD,F,FAR,CSI,PSS,HSS,ORSS,CSS
base,0,0,67,2161,0.0,0.0,nan,0.0,0.0,0.0,nan,nan
0.39000000000000024,27,32,40,2129,0.40298507462686567,0.014807959278111986,0.5423728813559322,0.2727272727272727,0.3881771153487537,0.4120122277528938,0.9564351717917737,0.43918544045135227
