LABEL,TN,FN,FP,TP,POD,F,FAR,CSI,PSS,HSS,ORSS,CSS
base,0,0,67,2161,0.0,0.0,nan,0.0,0.0,0.0,nan,nan
0.11100000000000002,32,198,35,1963,0.47761194029850745,0.09162424803331791,0.8608695652173913,0.12075471698113208,0.38598769226518953,0.17716390657097209,0.8012789263900438,0.12161291726509117
